room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
1861,464,Standard Double Room,2,10,1200000,1080000,"Villa/Nhà nghỉ, gần biển, phù hợp cho nhóm gia đình.",Phòng cơ bản, sạch sẽ, giá rẻ.
1862,464,Villa (2 Bedrooms),4,8,3000000,2700000,"Villa 2 phòng ngủ, tiện nghi đầy đủ, phù hợp cho gia đình.",Lý tưởng cho gia đình, không gian rộng rãi.
1863,464,Triple Room,3,5,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1864,464,Family Quad Room,4,3,2500000,2250000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1865,465,Standard Double Room,2,20,500000,450000,"Khách sạn nhỏ, tiện nghi cơ bản, gần khu ẩm thực biển.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1866,465,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1867,465,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1868,465,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1869,466,Lagoon View Bungalow,2,10,3000000,2700000,"Resort 4 sao, nằm ven phá Tam Giang, kiến trúc nhà tre, view đầm phá.",Bungalow riêng biệt, gần gũi thiên nhiên.
1870,466,Over Water Bungalow,2,8,4500000,4050000,"Bungalow riêng biệt, nằm trên mặt nước, không gian thoáng đãng, lãng mạn.",Trải nghiệm nghỉ dưỡng độc đáo trên mặt nước.
1871,466,Family Connecting Bungalows,4,5,6000000,5400000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1872,466,Lagoon View Villa (2 Bedrooms),4,3,8000000,7200000,"Villa 2 phòng ngủ, view đầm phá, phòng khách riêng.",Lý tưởng cho gia đình, không gian rộng rãi.
1873,467,Double Room (Village View),2,10,500000,450000,"Homestay nhỏ, trải nghiệm cuộc sống địa phương, gần khu vực nuôi trồng thủy sản.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1874,467,Family Room (The Cabin),4,8,1000000,900000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1875,467,Triple Room,3,5,700000,630000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1876,467,Dormitory Bed (Shared),1,5,200000,180000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1877,468,Standard Double Room,2,20,500000,450000,"Khách sạn bình dân, sạch sẽ, nằm gần phá, giá rẻ.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1878,468,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1879,468,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1880,468,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1881,469,Standard Double Room (Raft),2,10,800000,720000,"Nhà nghỉ dạng bè nổi trên phá, trải nghiệm độc đáo.",Phòng cơ bản, sạch sẽ, trên bè nổi.
1882,469,Family Raft Room,4,8,1800000,1620000,"Phòng gia đình trên bè nổi, không gian đủ dùng.",Trải nghiệm nghỉ dưỡng độc đáo trên mặt nước.
1883,469,Triple Raft Room,3,5,1200000,1080000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1884,469,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, trên bè nổi.",Phòng nghỉ tập thể siêu rẻ.
1885,470,Standard Double Room,2,18,1000000,900000,"Khách sạn tiêu chuẩn, nằm gần khu vực trung tâm xã, tiện nghi cơ bản.",Phòng cơ bản, sạch sẽ, giá rẻ.
1886,470,Superior Twin Room,2,12,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1887,470,Triple Room,3,8,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1888,470,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
Tuyệt vời! Tôi sẽ tiếp tục bổ sung 80 dòng nữa (4 loại phòng cho mỗi 20 cơ sở lưu trú từ ID 471 đến ID 490) vào file CSV RoomTypes.csv của bạn.

Lần này, dữ liệu sẽ hoàn tất khu vực Huế (Bạch Mã) và bắt đầu chuyển sang địa điểm du lịch núi nổi tiếng hàng đầu là Sa Pa (Lào Cai), bao gồm khu vực trung tâm, Tả Van/Lao Chải, và Tả Phìn.

Tôi sẽ tiếp tục sử dụng cột quantity ngay sau cột capacity.

Bổ sung vào File CSV: RoomTypes.csv (Cột 'quantity' được giữ lại)
Code snippet

room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
1889,471,Bungalow Garden View,2,15,1800000,1620000,"Khu nghỉ dưỡng bungalow, nằm gần suối và rừng, không gian thiên nhiên.",Bungalow riêng biệt, gần gũi thiên nhiên.
1890,471,Family Bungalow (2 Bedrooms),4,10,3500000,3150000,"Bungalow 2 phòng ngủ, tiện nghi đầy đủ, phù hợp cho gia đình.",Lý tưởng cho gia đình, không gian rộng rãi.
1891,471,Triple Room,3,5,2500000,2250000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1892,471,Connecting Bungalows,4,3,4500000,4050000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1893,472,Standard Double Room,2,20,500000,450000,"Nhà khách/Nhà nghỉ của Vườn Quốc gia, tiện nghi cơ bản, gần khu trekking.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1894,472,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1895,472,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1896,472,Dormitory Bed (Shared),1,5,200000,180000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1897,473,Double Room (Mountain View),2,10,600000,540000,"Homestay nhỏ, nằm ở chân núi, không gian yên tĩnh, phục vụ ăn uống địa phương.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1898,473,Family Room (The Cabin),4,8,1200000,1080000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1899,473,Triple Room,3,5,900000,810000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1900,473,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1901,474,Lagoon View Villa (1 Bedroom),2,10,8000000,7200000,"Resort 5 sao, nằm giữa đầm phá, kiến trúc độc đáo, gần khu vực Bạch Mã.",Villa riêng biệt, view đầm phá lãng mạn.
1902,474,Water Villa (1 Bedroom),2,8,11000000,9900000,"Villa nằm trên mặt nước, view đầm phá, không gian lãng mạn.",Trải nghiệm nghỉ dưỡng độc đáo trên mặt nước.
1903,474,Family Villa (2 Bedrooms, Pool),4,5,18000000,16200000,"Villa 2 phòng ngủ, hồ bơi riêng, phòng khách riêng.",Lý tưởng cho gia đình, không gian rộng rãi, tiện nghi sang trọng.
1904,474,Connecting Villas,4,3,25000000,22500000,"2 Villa thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1905,475,Standard Double Room,2,20,500000,450000,"Khách sạn bình dân, sạch sẽ, gần đường lên Vườn Quốc gia.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1906,475,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1907,475,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1908,475,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1909,476,Deluxe Room Art Deco,2,10,7000000,6300000,"Khách sạn 5 sao, kiến trúc Art Deco, nằm ngay trung tâm, dịch vụ sang trọng.",Phòng nghỉ tiêu chuẩn, sang trọng, nội thất độc đáo.
1910,476,Executive Suite (Mountain View),2,8,10000000,9000000,"Phòng khách riêng, ban công lớn hướng núi, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi, view núi Fansipan.
1911,476,Connecting Rooms,4,5,14000000,12600000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1912,476,Duplex Suite,4,3,18000000,16200000,"Căn suite 2 tầng, phòng khách riêng, tiện nghi xa xỉ.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1913,477,Deluxe Room Valley View,2,15,3500000,3150000,"Khách sạn 4 sao, view thung lũng, gần trung tâm, dịch vụ cao cấp.",Phòng nghỉ tiêu chuẩn, sạch sẽ, view thung lũng.
1914,477,Aira Suite with Balcony,2,10,5000000,4500000,"Phòng khách nhỏ, ban công lớn hướng thung lũng, tiện nghi nâng cấp.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1915,477,Triple Room,3,5,6500000,5850000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1916,477,Family Quad Room,4,3,8000000,7200000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1917,478,Deluxe Room Mountain View,2,12,4000000,3600000,"Khách sạn 5 sao, nằm gần trung tâm, view núi Fansipan, thiết kế hiện đại.",Phòng nghỉ tiêu chuẩn, sang trọng, view núi.
1918,478,KK Suite (Fansipan View),2,8,6500000,5850000,"Phòng khách riêng, ban công lớn hướng Fansipan, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi, view núi Fansipan.
1919,478,Family Connecting Rooms,4,5,8000000,7200000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1920,478,Executive Suite,3,3,10000000,9000000,"Căn suite rộng rãi, có khu vực làm việc, tiện nghi cao cấp.",Lý tưởng cho khách công tác hoặc gia đình nhỏ.
1921,479,Standard Double Room,2,20,1000000,900000,"Khách sạn 3 sao, nằm ở vị trí đắc địa, gần nhà thờ đá.",Phòng cơ bản, sạch sẽ, giá rẻ.
1922,479,Superior Twin Room,2,15,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1923,479,Triple Room,3,10,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1924,479,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1925,480,Standard Double Room,2,18,1500000,1350000,"Khách sạn 4 sao, nằm ở trung tâm thị xã, tiện nghi đầy đủ.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1926,480,Superior Twin Room,2,12,1800000,1620000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1927,480,Triple Room,3,8,2500000,2250000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1928,480,Family Quad Room,4,5,3200000,2880000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1929,481,Bungalow Valley View,2,10,7000000,6300000,"Khu nghỉ dưỡng sinh thái 4 sao, view ruộng bậc thang tuyệt đẹp, biệt lập.",Bungalow riêng biệt, view ruộng bậc thang độc đáo.
1930,481,Private Pool Villa,2,8,12000000,10800000,"Villa có hồ bơi riêng, view thung lũng, phòng khách riêng, riêng tư.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1931,481,Family Bungalow (Connecting),4,5,10000000,9000000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1932,481,Triple Room,3,3,9000000,8100000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1933,482,Bungalow Valley View,2,10,4000000,3600000,"Resort 4 sao, kiến trúc nhà gỗ, view thung lũng Mường Hoa.",Bungalow riêng biệt, view thung lũng.
1934,482,Mountain View Villa (2 Bedrooms),4,8,8000000,7200000,"Villa 2 phòng ngủ, phòng khách riêng, view núi và thung lũng.",Lý tưởng cho gia đình, không gian rộng rãi.
1935,482,Connecting Bungalows,4,5,6000000,5400000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1936,482,Studio Apartment,2,3,5000000,4500000,"Phòng studio nhỏ gọn, tiện nghi cơ bản, phù hợp cho cặp đôi.",Phòng studio tiện nghi.
1937,483,Double Room (Village View),2,10,500000,450000,"Homestay nhỏ, thiết kế ấm cúng, nằm trong bản Tả Van, trải nghiệm địa phương.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1938,483,Family Room (The Cabin),4,8,1000000,900000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1939,483,Triple Room,3,5,700000,630000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1940,483,Dormitory Bed (Shared),1,5,200000,180000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1941,484,Double Room (Rice Terrace View),2,10,400000,360000,"Homestay đơn giản, nằm giữa ruộng bậc thang, gần gũi thiên nhiên.",Phòng homestay nhỏ gọn, view ruộng bậc thang.
1942,484,Family Room,4,8,800000,720000,"Phòng gia đình, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1943,484,Triple Room,3,5,600000,540000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1944,484,Dormitory Bed (Shared),1,5,150000,135000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1945,485,Standard Double Room,2,18,600000,540000,"Khách sạn/Nhà nghỉ bình dân, sạch sẽ, phục vụ khách trekking.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1946,485,Twin Room with Window,2,12,800000,720000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1947,485,Triple Room,3,8,1100000,990000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1948,485,Family Quad Room,4,5,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1949,486,Double Room (Stone Garden View),2,10,700000,630000,"Homestay có vườn đá, gần bản Tả Phìn, không gian yên tĩnh.",Phòng homestay nhỏ gọn, view vườn đá.
1950,486,Family Room (The Cabin),4,8,1400000,1260000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1951,486,Triple Room,3,5,1000000,900000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1952,486,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1953,487,Eco-Bungalow (Mountain View),2,10,2500000,2250000,"Eco-bungalow, nằm giữa đồi núi, trải nghiệm tắm lá thuốc Dao Đỏ.",Bungalow riêng biệt, gần gũi thiên nhiên.
1954,487,Family Bungalow (Connecting),4,8,4000000,3600000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1955,487,Triple Room,3,5,3500000,3150000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1956,487,Private Villa (2 Bedrooms),4,3,6000000,5400000,"Villa 2 phòng ngủ, phòng khách riêng, view núi và thung lũng.",Lý tưởng cho gia đình, không gian rộng rãi.
1957,488,Double Room (Village View),2,15,400000,360000,"Homestay mộc mạc, gần tu viện cổ Tả Phìn, giá rẻ.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1958,488,Family Room,4,10,800000,720000,"Phòng gia đình, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1959,488,Triple Room,3,5,600000,540000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1960,488,Dormitory Bed (Shared),1,5,150000,135000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1961,489,Standard Double Room,2,18,500000,450000,"Khách sạn bình dân, sạch sẽ, nằm gần khu trung tâm bản.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1962,489,Twin Room with Window,2,12,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
